"","FICO","BAE201405ProjLoss","PMI6_1","DTIwoProspLoanAllEmp","REV201","SampleWeight","EALR"
"448",703,0.0224,0.1183898599,0.27,3762,1,0.0224
"449",668,0.048874,0.1004609257,0.28,9297,1,0.048874
"450",662,0.078241,0.1246492765,0.14,5688,1,0.078241
"451",665,0.125505,0.1182733693,0.2,5120,1,0.125505
"452",677,0.045129,0.1067638186,0.23,494,1,0.045129
"453",681,0.063589,0.0774546828,0.32,89972,1,0.063589
"454",668,0.047075,0.1164732014,0.33,11032,1,0.047075
"455",659,0.11094,0.0886931418,0.05,1996,1,0.11094
"456",674,0.101713,0.1187688125,0.16,6374,1,0.101713
"457",646,0.036899,0.1267436768,0.17,2919,1,0.036899
"458",665,0.129245,0.1244741489,0.12,122,1,0.129245
"459",694,0.05505,0.1116924307,0.28,5971,1,0.05505
"460",712,0.00418251658352094,0.1165113818,0.44,21648,2,0.00418251658352094
"461",670,0.051105,0.1218342203,0.14,4431,1,0.051105
"462",640,0.106685,0.1088635324,0.21,23983,1,0.106685
"463",699,0.081819,0.1095609647,0.28,8397,1,0.081819
"464",652,0.089723,0.1175207055,0.2,8409,1,0.089723
"465",679,0.067139,0.065186524,0.24,30870,1,0.067139
"466",690,0.155618,0.1114358563,0.07,958,1,0.155618
"467",659,0.125505,0.1260477718,0.24,5112,1,0.125505
"468",686,0.097748,0.1206393658,0.48,10593,1,0.097748
"469",681,0.12134,0.1114464375,0.15,4201,1,0.12134
"470",725,0.033468,0.1102852269,0.26,5549,1,0.033468
"471",677,0.117361,0.107947753,0.34,4399,1,0.117361
"472",704,0.085752,0.1022512397,0.34,10297,1,0.085752
"473",666,0.137625,0.1021535865,0.31,10724,1,0.137625
"474",685,0.070417,0.1121856893,0.28,3489,1,0.070417
"475",688,0.274644694633641,0.1252500491,0.42,17521,2,0.274644694633641
"476",710,0.08137,0.1048149796,0.12,470,1,0.08137
"477",690,0.044862,0.1159909533,0.26,21356,1,0.044862
"478",677,0.095508,0.094028202,0.1,2764,1,0.095508
"479",640,0.141308,0.1157570885,0.14,3923,1,0.141308
"480",675,0.08739,0.0973190587,0.08,3335,1,0.08739
"481",642,0.010581828037513,0.1117850603,0.26,21829,2,0.010581828037513
"482",669,0.077456,0.1096940747,0.38,8596,1,0.077456
"483",654,0.118659,0.1093520665,0.06,61,1,0.118659
"484",654,0.606275741636511,0.1157928566,0.16,13333,2,0.606275741636511
"485",648,0.088452,0.1218783049,0.37,8651,1,0.088452
"486",663,0.10502,0.1045081992,0.2,5664,1,0.10502
"487",666,0.11022,0.1287747398,0.27,9774,1,0.11022
"488",682,0.047075,0.1172617457,0.32,6251,1,0.047075
"489",642,0.094927,0.1032928848,0.43,3876,1,0.094927
"490",674,0.078241,0.1208592082,0.34,7915,1,0.078241
"491",646,0.035967,0.1100627016,0.16,4310,1,0.035967
"492",645,0.002798,0.1057364475,0.06,3071,1,0.002798
"493",665,0.088751,0.0980163984,0.43,15246,1,0.088751
"494",667,0.101713,0.1235748206,0.22,8599,1,0.101713
"495",657,0.067491,0.102589079,0.13,11187,1,0.067491
"496",679,0.127177,0.1171174868,0.34,13170,1,0.127177
"497",665,0.076306,0.1208978054,0.26,5397,1,0.076306
"498",660,0.057377,0.1225751453,0.18,6219,1,0.057377
"499",662,0.079486,0.1032626788,0.26,6832,1,0.079486
"500",667,0.093889,0.1097434084,0.27,16340,1,0.093889
"501",659,0.13404,0.0937684928,0.35,14221,1,0.13404
"502",672,0.089024,0.1293901647,0.35,28254,1,0.089024
"503",678,0.096844,0.105005118,0.25,10025,1,0.096844
"504",654,0.114646,0.1061766193,0.34,3652,1,0.114646
"505",656,0.104734,0.1202853578,0.36,13977,1,0.104734
"506",676,0.066011,0.0935507681,0.25,7691,1,0.066011
"507",683,0.063589,0.1168901198,0.32,26318,1,0.063589
"508",686,0.042392,0.1041277366,0.11,6107,1,0.042392
"509",672,0.137625,0.1133165804,0.47,47108,1,0.137625
"510",679,0.127177,0.1173936943,0.28,21641,1,0.127177
"511",737,0,0.1134149233,0.17,1239,2,0
"512",700,0.050871,0.1162000743,0.42,28748,1,0.050871
"513",688,0.09815,0.1147798901,0.21,12741,1,0.09815
"514",648,0.063589,0.0868006684,0.28,12080,1,0.063589
"515",795,0.059132,0.119486294,0.44,288,1,0.059132
"516",697,0.052152,0.0870695073,0.19,1991,1,0.052152
"517",664,0.031296,0.0877904018,0.12,2130,1,0.031296
"518",686,0.033112,0.0912838668,0.23,2665,1,0.033112
"519",654,0.063589,0.1070723118,0.19,3558,1,0.063589
"520",680,0.065711,0.1168914441,0.19,8745,1,0.065711
"521",771,0.045633,0.0913002485,0.2,9689,1,0.045633
"522",650,0.084976,0.1136691654,0.14,11925,1,0.084976
"523",685,0.032006,0.106468236,0.11,32618,1,0.032006
"524",677,0.113436,0.0800291624,0.16,62988,1,0.113436
"525",695,0.027836,0.1010692219,0.32,13987,1,0.027836
"526",643,0.200642415136935,0.1165091143,0.25,11940,2,0.200642415136935
"527",648,0.057323,0.1211464823,0.06,5505,1,0.057323
"528",677,0.072495,0.1009191232,0.23,6807,1,0.072495
"529",666,0.063026,0.127547859,0.16,9793,1,0.063026
"530",705,0.032006,0.1166103074,0.3,3152,1,0.032006
"531",580,0.239484100118419,0.0948595791,0.24,116199,2.5,0.239484100118419
"532",664,0.084553,0.1152804479,0.28,9271,1,0.084553
"533",734,0.0291074966958574,0.1227027593,0.07,305,2,0.0291074966958574
"534",644,0.136365,0.0906686152,0.11,7200,1,0.136365
"535",719,0.049663,0.1273352595,0.2,6277,1,0.049663
"536",678,0.034394,0.086870735,0.3,6933,1,0.034394
"537",701,0.03643,0.0972313622,0.21,20022,1,0.03643
"538",685,0.032313,0.0861428723,0.07,3052,1,0.032313
"539",640,0.071717,0.0985657212,0.07,383,1,0.071717
"540",661,0.097748,0.1037854089,0.4,11412,1,0.097748
"541",660,0.057968,0.1040522536,0.17,18725,1,0.057968
"542",675,0.076147,0.1075009841,0.11,8730,1,0.076147
"543",693,0.030975,0.1025030956,0.12,2900,1,0.030975
"544",693,0.058574,0.1137438142,0.2,14087,1,0.058574
"545",668,0,0.1112388596,0.34,19724,2,0
"546",649,0.10702,0.099408663,0.2,3564,1,0.10702
"547",737,0.092926,0.1229132066,0.09,3029,1,0.092926
"548",706,0.084677,0.1084227832,0.41,14249,1,0.084677
"549",673,0.086887,0.1022414486,0.02,285,1,0.086887
"550",696,0.00706490173950084,0.1061898583,0.01,454,2,0.00706490173950084
"551",670,0.046124,0.1010744996,0.27,5117,1,0.046124
"552",714,0.114459,0.128113853,0.38,25516,1,0.114459
"553",661,0.052161,0.1169387254,0.17,6948,1,0.052161
"554",708,0.078241,0.1211576051,0.34,7092,1,0.078241
"555",669,0.108608,0.0906443096,0.06,6871,1,0.108608
"556",684,0.027925,0.0879527372,0.31,21773,1,0.027925
"557",643,0.127177,0.114525517,0.17,8503,1,0.127177
"558",694,0.038153,0.0882942449,0.34,20323,1,0.038153
"559",728,0.053797,0.0884230552,0.22,3576,1,0.053797
"560",656,0.12134,0.0859178138,0.07,12828,1,0.12134
"561",653,0.10702,0.099925194,0.19,25073,1,0.10702
"562",668,0.078436,0.1254181338,0.16,11036,1,0.078436
"563",699,0.125505,0.106314598,0.37,22734,1,0.125505
"564",658,0.051793,0.1095622995,0.07,15065,1,0.051793
"565",646,0.082449,0.0900686301,0.16,1511,1,0.082449
"566",640,0.069062,0.0891327134,0.07,5804,1,0.069062
"567",650,0.088605,0.1232812926,0.14,15405,1,0.088605
"568",671,0.080014,0.1235555898,0.25,5084,1,0.080014
"569",731,0.041944,0.0916743654,0.32,433,1,0.041944
"570",673,0.115741,0.1014249696,0.34,9649,1,0.115741
"571",682,0.049932,0.1194468211,0.2,8820,1,0.049932
"572",688,0.025257,0.0886617176,0.09,2929,1,0.025257
"573",668,0.11128,0.1151183088,0.38,11660,1,0.11128
"574",661,0.085984,0.0930928712,0.18,7096,1,0.085984
"575",704,0.044007,0.1253573942,0.26,11948,1,0.044007
"576",662,0.158971,0.1069855808,0.25,45792,1,0.158971
"577",689,0.127177,0.1153477302,0.14,7508,1,0.127177
"578",678,0.118699,0.1186674257,0.13,22795,1,0.118699
"579",785,0.063589,0.1082450606,0.4,1843,1,0.063589
"580",676,0.050576,0.103794387,0.13,8448,1,0.050576
"581",723,0.096624,0.0827851896,0.34,27414,1,0.096624
"582",653,0.100595,0.1175681979,0.07,3520,1,0.100595
"583",717,0.106829,0.065172846,0.15,32646,1,0.106829
"584",658,0.062837,0.1206478674,0.14,19701,1,0.062837
"585",681,0.158971,0.1167306048,0.48,35317,1,0.158971
"586",661,0.071721,0.122335765,0.22,11513,1,0.071721
"587",676,0.067908,0.1124250887,0.16,13913,1,0.067908
"588",653,0.158971,0.0943865073,0.17,11437,1,0.158971
"589",652,0.132021,0.0886081143,0.13,0,1,0.132021
"590",692,0.059178,0.12839954,0.17,12091,1,0.059178
"591",669,0.076356,0.0895050288,0.23,71132,1,0.076356
"592",649,0.035575,0.042029217,0.19,9293,1,0.035575
"593",700,0.0112814385761811,0.0930690884,0.05,25483,2,0.0112814385761811
"594",656,0.084785,0.1128992488,0.15,26624,1,0.084785
"595",760,0.00793,0.0859013825,0.21,8037,1,0.00793
"596",706,0.084785,0.1071987973,0.08,343,1,0.084785
"597",647,0.119068,0.1136763117,0.13,7158,1,0.119068
"598",653,0.055009,0.1046838171,0.19,6961,1,0.055009
"599",704,0.055266,0.0861084785,0.28,20864,1,0.055266
"600",704,0.062597,0.1174372895,0.33,6254,1,0.062597
"601",732,0.127177,0.1294420244,0.48,2358,1,0.127177
"602",748,0.527573,0.1082741473,0.34,5986,1,0.527573
"603",685,0.038925,0.1138471499,0.13,665,1,0.038925
"604",660,0.042239,0.1083561097,0.2,7822,1,0.042239
"605",688,0.074401,0.1143645993,0.26,6258,1,0.074401
"606",650,0.475365944394598,0.1149679985,0.3,21595,2,0.475365944394598
"607",657,0.074418,0.0972676565,0.3,7506,1,0.074418
"608",667,0.091433,0.1199250334,0.3,8065,1,0.091433
"609",670,0.099693,0.1261105478,0.06,5735,1,0.099693
"610",652,0.063589,0.1140824045,0.07,3305,1,0.063589
"611",695,0.083411,0.1125471085,0.33,10698,1,0.083411
"612",691,0.059512,0.0727268385,0.41,61133,1,0.059512
"613",675,0.125505,0.1232380823,0.34,5143,1,0.125505
"614",665,0,0.1230208611,0.42,8203,2,0
"615",658,0.082513,0.1046438913,0.2,5087,1,0.082513
"616",655,0.137778,0.0862971686,0.18,35839,1,0.137778
"617",657,0.132447,0.1292369279,0.1,3399,1,0.132447
"618",656,0.117361,0.1073190293,0.17,4180,1,0.117361
"619",640,0.05991,0.0617523302,0.12,1080,1,0.05991
"620",690,0.05351,0.089758334,0.24,662,1,0.05351
"621",687,0.088572,0.1014110657,0.24,11147,1,0.088572
"622",673,0.038744,0.0998813305,0.32,6922,1,0.038744
"623",712,0,0.1143220901,0.33,29094,2,0
"624",667,0.048639,0.0916621616,0.21,9355,1,0.048639
"625",679,0.094915,0.0972327261,0.31,6991,1,0.094915
"626",658,0.114459,0.1222906563,0.15,18633,1,0.114459
"627",654,0.123209,0.0861476872,0.28,7719,1,0.123209
"628",656,0.069288,0.1122595438,0.17,12545,1,0.069288
"629",693,0.053585,0.1097246344,0.32,10875,1,0.053585
"630",660,0.062892,0.1188013031,0.2,21920,1,0.062892
"631",670,0.079795,0.1076074693,0.32,4842,1,0.079795
"632",707,0.079096,0.1261979414,0.03,2476,1,0.079096
"633",663,0.076306,0.1020667169,0.36,8610,1,0.076306
"634",648,0,0.1084725524,0.28,16785,2,0
"635",675,0.117686,0.1155869359,0.07,61340,1,0.117686
"636",696,0.140993,0.1197915607,0.19,10015,1,0.140993
"637",660,0.092394,0.1006458718,0.39,4675,1,0.092394
"638",690,0.076344,0.113905072,0.3,5664,1,0.076344
"639",647,0.076253,0.1121238117,0.14,9798,1,0.076253
"640",642,0.121337,0.1099145756,0.09,614,1,0.121337
"641",672,0.046709,0.1142906524,0.15,18212,1,0.046709
"642",667,0.050871,0.1286727829,0.24,1089,1,0.050871
"643",681,0.056523,0.1131643976,0.25,16116,1,0.056523
"644",692,0.076306,0.115196066,0.47,35190,1,0.076306
"645",643,0.158971,0.1291936346,0.16,15362,1,0.158971
"646",670,0.05481,0.0887767304,0.32,9034,1,0.05481
"647",681,0.057312,0.1014916009,0.42,4677,1,0.057312
"648",687,0.059848,0.0950755308,0.18,4485,1,0.059848
"649",663,0.025435,0.1025693915,0.3,5141,1,0.025435
"650",666,0,0.1241432826,0.17,4855,2,0
"651",643,0.105745,0.107993009,0.2,3594,1,0.105745
"652",662,0,0.1063061377,0.12,9377,2,0
"653",659,0.05505,0.1269493368,0.2,4350,1,0.05505
"654",727,0.067064,0.125153926,0.47,1051,1,0.067064
"655",663,0.127177,0.1180800255,0.37,4151,1,0.127177
"656",690,0.070168,0.1234485714,0.27,7637,1,0.070168
"657",659,0.098567,0.1035624041,0.14,29807,1,0.098567
"658",640,0.125505,0.1200132207,0.23,4954,1,0.125505
"659",652,0.095383,0.1218814312,0.26,35443,1,0.095383
"660",671,0.110107,0.1295828145,0.3,7692,1,0.110107
"661",683,0.056333,0.1197729174,0.13,2944,1,0.056333
"662",693,0.117686,0.1000276973,0.3,47229,1,0.117686
"663",647,0.067048,0.0787427164,0.11,18639,1,0.067048
"664",653,0.072673,0.1104217643,0.16,6592,1,0.072673
"665",679,0.09076,0.1145171286,0.16,2715,1,0.09076
"666",653,0.132447,0.1185480986,0.24,24020,1,0.132447
"667",696,0.086191,0.1105848819,0.2,6642,1,0.086191
"668",685,0.29603427891497,0.1152630826,0.14,2989,2,0.29603427891497
"669",659,0.104482,0.1169416052,0.4,22503,1,0.104482
"670",755,0.067117,0.1138109912,0.43,5655,1,0.067117
"671",673,0.050871,0.1005155607,0.09,2244,1,0.050871
"672",671,0.083457,0.088593575,0.15,11784,1,0.083457
"673",652,0.097801,0.109263423,0.33,6968,1,0.097801
"674",662,0.055099,0.0936925905,0.11,23502,1,0.055099
"675",660,0.060487,0.1141103285,0.09,452,1,0.060487
"676",650,0.158971,0.1203663029,0.45,8388,1,0.158971
"677",654,0,0.100822707,0.12,5614,2,0
"678",647,0.078241,0.106699504,0.06,4192,1,0.078241
"679",707,0.062753,0.1133195174,0.29,9009,1,0.062753
"680",663,0.00270344776346393,0.106144992,0.11,351870,2,0.00270344776346393
"681",705,0.051873,0.1212467295,0.26,14637,1,0.051873
"682",669,0.00944435652630564,0.1016449021,0.13,8638,2,0.00944435652630564
"683",705,0.049612,0.112464603,0.2,3272,1,0.049612
"684",673,0.00706490173950084,0.1064400706,0.18,6001,2,0.00706490173950084
"685",666,0.123322,0.0872681889,0.19,40405,1,0.123322
"686",688,0.038905,0.0927154391,0.21,5020,1,0.038905
"687",674,0.070817,0.1092114411,0.3,5333,1,0.070817
"688",654,0.0570603403936482,0.1006939639,0,1091,2,0.0570603403936482
"689",686,0.151979917703686,0.11321046,0.33,24707,2,0.151979917703686
"690",679,0.137625,0.1000034248,0.37,40171,1,0.137625
"691",659,0,0.1091327925,0.18,6998,2,0
"692",649,0.084425,0.1036141845,0.16,15566,1,0.084425
"693",682,0.063589,0.1017555242,0.13,23962,1,0.063589
"694",690,0.042392,0.0867942689,0.27,15953,1,0.042392
"695",671,0.092926,0.1055715447,0.13,9814,1,0.092926
"696",643,0.049277,0.0761872587,0.29,13248,1,0.049277
"697",692,0.360625631576757,0.1244920261,0.48,6709,2,0.360625631576757
"698",646,0.078782,0.1111270423,0.15,3715,1,0.078782
"699",687,0.039229,0.1055292001,0.25,23839,1,0.039229
"700",652,0.092248,0.0959609104,0.15,7424,1,0.092248
"701",712,0.046296,0.1162326429,0.22,16311,1,0.046296
"702",667,0.152797520889149,0.11934464,0.19,3907,2,0.152797520889149
"703",673,0.111091,0.1016133349,0.39,8319,1,0.111091
"704",660,0.067332,0.1298417863,0.1,776,1,0.067332
"705",690,0.049825,0.1113730891,0.19,15778,1,0.049825
"706",666,0.127177,0.1260989424,0.26,4190,1,0.127177
"707",682,0.063589,0.0946483586,0.31,12626,1,0.063589
"708",694,0.042392,0.0903344728,0.27,7544,1,0.042392
"709",682,0.042182,0.1060602081,0.22,1578,1,0.042182
"710",681,0.10758,0.0887334999,0.09,550,1,0.10758
"711",656,0.0069820993552566,0.1187543834,0.21,6262,2,0.0069820993552566
"712",754,0.043311,0.0978546917,0.3,3024,1,0.043311
"713",719,0.028262,0.1050589925,0.32,7389,1,0.028262
"714",635,0,0.1299352354,0.02,1685,2.5,0
"715",664,0.118475,0.1271156199,0.24,6278,1,0.118475
"716",641,0.114856,0.1247253516,0.2,5631,1,0.114856
"717",675,0.085598,0.1241344429,0.17,9540,1,0.085598
"718",737,0.032021,0.0983884695,0.13,861,1,0.032021
"719",649,0.127177,0.1100310589,0.13,3373,1,0.127177
"720",677,0.063589,0.1079235036,0.4,5483,1,0.063589
"721",645,0,0.1262543481,0.11,4216,2,0
"722",693,0.029955,0.0948437246,0.42,8650,1,0.029955
"723",691,0.038944,0.1017107579,0.18,7170,1,0.038944
"724",652,0.069369,0.1060234984,0.04,2039,1,0.069369
"725",713,0.038744,0.1033305748,0.08,5727,1,0.038744
"726",678,0.10702,0.1202668379,0.34,19286,1,0.10702
"727",657,0.127177,0.0882951118,0.23,6473,1,0.127177
"728",682,0.058106,0.107415154,0.36,15637,1,0.058106
"729",665,0.463074026154406,0.1203223045,0.24,31340,2,0.463074026154406
"730",670,0.076356,0.1297089581,0.31,18919,1,0.076356
"731",668,0.060717,0.1031954899,0.2,13001,1,0.060717
"732",721,0.030334,0.1096466378,0.4,18323,1,0.030334
"733",662,0,0.079433924,0.28,25193,2,0
"734",714,0.056548,0.1107050937,0.44,39967,1,0.056548
"735",641,0.165027,0.1047269121,0.2,4553,1,0.165027
"736",695,0.058445,0.1282165736,0.18,24429,1,0.058445
"737",660,0.101742,0.1027277002,0.14,13963,1,0.101742
"738",721,0.055229,0.1091984816,0.33,10748,1,0.055229
"739",654,0.00944435652630564,0.1267028363,0.29,27233,2,0.00944435652630564
"740",660,0.032715,0.1025012,0.24,12689,1,0.032715
"741",663,0.078015,0.0922465314,0.33,16963,1,0.078015
"742",651,0.023362,0.1041069405,0.1,2072,1,0.023362
"743",674,0.058843,0.0951527208,0.13,5022,1,0.058843
"744",677,0.096702,0.1130387658,0.28,7182,1,0.096702
"745",685,0.67931,0.1093428605,0.32,4554,1,0.67931
"746",680,0.101742,0.1221259759,0.4,19102,1,0.101742
"747",667,0.0233716204992925,0.0713225978,0,276,1,0.0233716204992925
"748",651,0.13404,0.1150200466,0.02,948,1,0.13404
"749",706,0.052305,0.1284700936,0.3,2544,1,0.052305
"750",692,0.038738,0.1168658496,0.19,15667,1,0.038738
"751",681,0.056902,0.1013533099,0.19,18127,1,0.056902
"752",655,0.0618298707115531,0.1028330879,0.21,18501,2,0.0618298707115531
"753",690,0.037233,0.1204484989,0.34,6765,1,0.037233
"754",664,0.106841,0.1077032388,0.06,1160,1,0.106841
"755",665,0.828597,0.0925188212,0.33,93749,1,0.828597
"756",690,0.028935,0.1013361407,0.21,11060,1,0.028935
"757",690,0.086699,0.1159217901,0.37,10700,1,0.086699
"758",659,0.075515,0.1052089701,0.09,9,1,0.075515
"759",698,0.041815,0.115584173,0.16,2861,1,0.041815
"760",688,0.110878,0.0917395149,0.3,39510,1,0.110878
"761",649,0.076729,0.096599763,0.1,717,1,0.076729
"762",665,0.031794,0.1054348294,0.33,7691,1,0.031794
"763",665,0.105981,0.1131610303,0.34,6063,1,0.105981
"764",687,0.073915,0.1074372366,0.35,6536,1,0.073915
"765",712,0.06886,0.0959640107,0.17,8843,1,0.06886
"766",651,0.100836,0.1068734576,0.1,8705,1,0.100836
"767",667,0,0.1081679488,0.21,15968,2,0
"768",690,0.0734,0.1049441557,0.17,26226,1,0.0734
"769",666,0.064461,0.1116459976,0.12,5065,1,0.064461
"770",663,0.094255,0.1270035432,0.05,1662,1,0.094255
"771",681,0.0223951573548739,0.1012288861,0.23,3765,2,0.0223951573548739
"772",666,0.019759,0.1039663031,0.23,9367,1,0.019759
"773",664,0.084785,0.11239843,0.21,6687,1,0.084785
"774",689,0.051019,0.1104468517,0.3,4435,1,0.051019
"775",700,0.08936,0.1124685075,0.29,4518,1,0.08936
"776",641,0.071155,0.1128105469,0.15,8384,1,0.071155
"777",653,0.127177,0.1089396755,0.25,65522,1,0.127177
"778",640,0.05723,0.1138519182,0.26,11124,1,0.05723
"779",686,0.076306,0.1153680463,0.38,11772,1,0.076306
"780",661,0.118659,0.1023816041,0.18,7954,1,0.118659
"781",753,0,0.0938713065,0.27,11970,2,0
"782",642,0.137625,0.1097697031,0.03,190,1,0.137625
"783",663,0.046493,0.0865313618,0.16,3507,1,0.046493
"784",658,0.059572,0.1171062632,0.23,12178,1,0.059572
"785",690,0.066503,0.1077911855,0.18,4594,1,0.066503
"786",699,1.042693,0.1091678508,0.35,6823,1,1.042693
"787",698,1.337594,0.101869401,0.26,9646,1,1.337594
"788",679,0.104734,0.1150995285,0.19,15518,1,0.104734
"789",657,0.70892336287958,0.1092010082,0.27,4705,2,0.70892336287958
"790",657,0,0.1170042836,0.26,5136,2,0
"791",670,0.00609588465129716,0.116160216,0.15,9421,2,0.00609588465129716
"792",663,0.066418,0.1141248397,0.12,3363,1,0.066418
"793",649,0.123322,0.1025465128,0.06,14709,1,0.123322
"794",667,0.036149,0.0908144466,0.34,10747,1,0.036149
"795",687,0.09124,0.0744332723,0.47,79882,1,0.09124
"796",641,0.03561,0.1146506397,0.23,5782,1,0.03561
"797",697,0.127177,0.1065868813,0.37,16650,1,0.127177
"798",713,0.06991,0.1283742972,0.31,95858,1,0.06991
"799",688,0.073025,0.0928883187,0.17,9353,1,0.073025
"800",650,0.054224,0.1248419808,0.16,5113,1,0.054224
"801",661,0.040884,0.12949367,0.18,5917,1,0.040884
"802",672,0.041793,0.1002842651,0.2,10978,1,0.041793
"803",695,0.061193,0.104741714,0.27,16226,1,0.061193
"804",652,0.090253122929495,0.1296844372,0.15,1888,2,0.090253122929495
"805",680,0.062593,0.1177341856,0.17,5535,1,0.062593
"806",695,0.052713,0.1028194325,0.19,6346,1,0.052713
"807",676,0.091623,0.1030262446,0.36,5157,1,0.091623
"808",677,0.032868,0.1116475201,0.14,4726,1,0.032868
"809",640,0.116579,0.1127461073,0.27,8827,1,0.116579
"810",701,0.028294,0.1004347229,0.08,26115,1,0.028294
"811",655,0.078391,0.0863062514,0.06,928,1,0.078391
"812",706,0.076915,0.1068560569,0.11,9017,1,0.076915
"813",678,0.043815,0.1137216879,0.05,5160,1,0.043815
"814",653,0.094915,0.0921204841,0.09,3104,1,0.094915
"815",714,0.043371,0.087359765,0.39,9772,1,0.043371
"816",650,0.00270344776346393,0.1156788566,0.17,3470,2,0.00270344776346393
"817",643,0.190766,0.1049219621,0.01,1709,1,0.190766
"818",723,0.071347,0.1069904744,0.43,10143,1,0.071347
"819",665,0.064023,0.1252833458,0.05,22,1,0.064023
"820",721,0.062837,0.099981694,0.47,19687,1,0.062837
"821",715,0.094927,0.100570446,0.46,16949,1,0.094927
"822",679,0.023236,0.1020455077,0.07,5741,1,0.023236
"823",673,0,0.1223168023,0.42,2777,2,0
"824",680,0.075985,0.1160793732,0.21,12589,1,0.075985
"825",703,0.090595,0.1275990373,0.44,7637,1,0.090595
"826",658,0.100983,0.1015480268,0.14,11283,1,0.100983
"827",661,0.034387,0.1010481903,0.26,2694,1,0.034387
"828",666,0.125505,0.1159530745,0.15,28826,1,0.125505
"829",675,0.060487,0.1025696333,0.19,0,1,0.060487
"830",729,0,0.1015531265,0.49,15605,2,0
"831",658,0.114459,0.1186452804,0.29,13598,1,0.114459
"832",656,0.074329,0.1178323407,0.08,4381,1,0.074329
"833",649,0.123322,0.1227894945,0.38,9179,1,0.123322
"834",716,0.048417,0.1151844915,0.19,13663,1,0.048417
"835",722,0.04824,0.1125825275,0.34,25382,1,0.04824
"836",719,0.047691,0.0903464784,0.39,6931,1,0.047691
"837",694,0.127177,0.1104342608,0.39,3057,1,0.127177
"838",655,0.030387,0.1129289967,0.16,4813,1,0.030387
"839",627,0.0271478295953524,0.1164171788,0.11,9247,2.5,0.0271478295953524
